note_id,publish_time,quality_score,fields,content_type,popularity
note_0001,2025-10-24 13:05:12.916863,0.368268406615292,"['蛋白质结构预测', '机器学习']",最新论文,0.21647998318705766
note_0002,2022-03-18 13:05:12.916987,0.56218505028156,['蛋白质结构预测'],最新论文,0.28676530059714306
note_0003,2025-05-28 13:05:12.917064,0.6417488722868839,['蛋白质-配体相互作用'],经典方法,0.3510503651110411
note_0004,2026-03-09 13:05:12.917134,0.6559450799745928,"['机器学习', '深度学习']",综述文章,0.6104759182997476
note_0005,2025-07-19 13:05:12.917221,0.4964091982059473,['分子动力学'],技术教程,0.27605446124366606
note_0006,2023-06-10 13:05:12.917298,0.2408640844934988,['酶催化'],实验技巧,0.12391301030936698
note_0007,2024-12-26 13:05:12.917362,0.7041100106762306,['分子动力学'],技术教程,0.3744046599100787
note_0008,2025-10-20 13:05:12.917424,0.32793093022321,"['蛋白质结构预测', '机器学习']",技术教程,0.1921011103335163
note_0009,2025-11-20 13:05:12.917488,0.7237448551265501,"['蛋白质结构预测', '机器学习']",算法解读,0.4376736262092824
note_0010,2025-05-16 13:05:12.917551,0.5960969638065609,['酶催化'],经典方法,0.32505800170534555
note_0011,2025-05-05 13:05:12.917628,0.5753790211631175,['酶催化'],应用案例,0.31285382130716904
note_0012,2023-07-03 13:05:12.917688,0.8962314913425016,['蛋白质-配体相互作用'],经典方法,0.46136572907223106
note_0013,2025-05-16 13:05:12.917751,0.3622007918429329,['蛋白质-配体相互作用'],综述文章,0.19747353427706166
note_0014,2022-10-31 13:05:12.917814,0.8106276724970612,['蛋白质结构预测'],最新论文,0.4149647456889059
note_0015,2025-08-10 13:05:12.917877,0.8788455793499869,['酶催化'],应用案例,0.49316622809065813
note_0016,2024-06-22 13:05:12.917937,0.888768476965741,['AlphaFold'],技术教程,0.4645988327019058
note_0017,2025-11-09 13:05:12.917997,0.8739331884550636,"['蛋白质-配体相互作用', '酶催化']",技术教程,0.5219718585153715
note_0018,2026-03-11 13:05:12.918057,0.7783312659332009,['机器学习'],最新论文,0.7454152100224085
note_0019,2025-11-15 13:05:12.918120,0.5145092097640571,['蛋白质结构预测'],技术教程,0.3093689509775796
note_0020,2024-11-23 13:05:12.918182,0.8492535453798231,"['酶催化', '蛋白质折叠']",应用案例,0.44984475608883917
note_0021,2023-09-02 13:05:12.918260,0.45570372472501475,['蛋白质折叠'],经典方法,0.2350225118341125
note_0022,2024-08-19 13:05:12.918319,0.5665215173896765,['蛋白质结构预测'],算法解读,0.2973904036688647
note_0023,2025-02-01 13:05:12.918378,0.5859428611834739,"['深度学习', '酶催化']",综述文章,0.313175879619363
note_0024,2024-11-18 13:05:12.918439,0.6246219329610725,['蛋白质-配体相互作用'],应用案例,0.3306719399900079
note_0025,2024-09-12 13:05:12.918501,0.44442670044347576,['蛋白质折叠'],最新论文,0.23375127895253342
note_0026,2026-02-26 13:05:12.918571,0.6209719812720134,"['机器学习', '深度学习']",综述文章,0.5133317072178852
note_0027,2026-02-17 13:05:12.918633,0.5396876055206906,['深度学习'],技术教程,0.41835020181530125
note_0028,2025-08-07 13:05:12.918691,0.22002065678946106,['分子动力学'],最新论文,0.12331089714586999
note_0029,2026-03-01 13:05:12.918749,0.5456681310438245,['酶催化'],应用案例,0.46553873257200973
note_0030,2024-05-29 13:05:12.918810,0.48406027349689845,['蛋白质-配体相互作用'],技术教程,0.2526569453064298
note_0031,2025-10-17 13:05:12.918871,0.43662522944710386,['机器学习'],技术教程,0.25523335870280706
note_0032,2026-02-19 13:05:12.918932,0.7105492092698494,['蛋白质折叠'],经典方法,0.5596320202216749
note_0033,2026-01-14 13:05:12.918998,0.9430584276216608,['蛋白质折叠'],实验技巧,0.6311892386480749
note_0034,2026-02-09 13:05:12.919058,0.2207871840590695,"['酶催化', '蛋白质折叠']",经典方法,0.1632545878220128
note_0035,2023-08-14 13:05:12.919130,0.8531421069496132,['蛋白质折叠'],实验技巧,0.4397289674229978
note_0036,2026-02-05 13:05:12.919195,0.7533993498397581,"['AlphaFold', '深度学习']",算法解读,0.5475895066818071
note_0037,2025-03-11 13:05:12.919287,0.8174824089885977,"['深度学习', '蛋白质结构预测']",综述文章,0.4395896030339018
note_0038,2024-04-02 13:05:12.919350,0.7952717960014292,['深度学习'],应用案例,0.41374601178559123
note_0039,2025-10-24 13:05:12.919408,0.7673625443248248,['AlphaFold'],应用案例,0.4510178071698412
note_0040,2026-02-19 13:05:12.919468,0.6693076862614378,['蛋白质折叠'],应用案例,0.5240862198020044
note_0041,2023-07-31 13:05:12.919529,0.7081624238643656,['蛋白质-配体相互作用'],经典方法,0.36485354179758595
note_0042,2025-09-13 13:05:12.919602,0.9446191714299873,['分子动力学'],最新论文,0.5394231460214952
note_0043,2024-06-24 13:05:12.919660,0.36769391929379713,['分子动力学'],应用案例,0.19223099232065416
note_0044,2024-09-06 13:05:12.919720,0.3934190823846365,['机器学习'],应用案例,0.20681839601898075
note_0045,2025-06-23 13:05:12.919778,0.6027358071232021,['机器学习'],技术教程,0.3321248416769348
note_0046,2025-05-29 13:05:12.919838,0.5398581437381671,"['深度学习', '酶催化']",算法解读,0.29533008643051206
note_0047,2025-10-10 13:05:12.919899,0.4833687337004416,['蛋白质结构预测'],技术教程,0.28087765633155276
note_0048,2026-02-13 13:05:12.919961,0.39678441132517517,['分子动力学'],算法解读,0.299917041942023
note_0049,2024-12-29 13:05:12.920018,0.18841050790289735,['蛋白质折叠'],算法解读,0.10022483002478058
note_0050,2025-08-08 13:05:12.920077,0.5632993820902095,['分子动力学'],综述文章,0.31582661242175925
note_0051,2026-01-03 13:05:12.920139,0.9599028301261575,"['蛋白质折叠', '分子动力学']",经典方法,0.6249114611968215
note_0052,2024-11-06 13:05:12.920218,0.3924573074113334,['机器学习'],最新论文,0.2075001045670352
note_0053,2026-01-30 13:05:12.920289,0.6489538923773712,"['分子动力学', '蛋白质折叠']",最新论文,0.458088382691441
note_0054,2025-11-17 13:05:12.920348,0.7364863748810361,['酶催化'],技术教程,0.44359095302007406
note_0055,2025-02-06 13:05:12.920407,0.6486296635435265,['酶催化'],经典方法,0.34691632649589993
note_0056,2023-12-20 13:05:12.920470,0.9526808679831523,"['酶催化', '蛋白质折叠']",技术教程,0.49327131163396465
note_0057,2021-05-09 13:05:12.920535,0.4857300840540552,"['分子动力学', '蛋白质-配体相互作用']",技术教程,0.2469140283171845
note_0058,2025-12-05 13:05:12.920606,0.40654324383082024,['AlphaFold'],综述文章,0.25071233777949015
note_0059,2023-12-28 13:05:12.920667,0.9358100026603084,['蛋白质结构预测'],经典方法,0.48468506097187053
note_0060,2025-04-04 13:05:12.920729,0.4573035778255363,['深度学习'],应用案例,0.24703006954183376
note_0061,2022-05-03 13:05:12.920791,0.7860239066727156,['机器学习'],最新论文,0.40119505624714535
note_0062,2024-10-24 13:05:12.920853,0.34414431696407116,['蛋白质-配体相互作用'],实验技巧,0.1817114975702973
note_0063,2025-08-16 13:05:12.920912,0.6981517451266532,"['蛋白质结构预测', '蛋白质折叠']",技术教程,0.3927866967305662
note_0064,2026-01-18 13:05:12.920971,0.4353251763457816,"['蛋白质折叠', '机器学习']",最新论文,0.294738992598439
note_0065,2025-07-03 13:05:12.921032,0.6229124488968806,['蛋白质折叠'],最新论文,0.3444594829415291
note_0066,2025-02-22 13:05:12.921092,0.5149545412956451,['蛋白质结构预测'],综述文章,0.2761209517238801
note_0067,2025-09-09 13:05:12.921151,0.2724168666078596,"['AlphaFold', '蛋白质折叠']",技术教程,0.15512870182564248
note_0068,2024-12-26 13:05:12.921224,0.5505092313963119,"['分子动力学', '深度学习']",最新论文,0.2927298675223846
note_0069,2024-09-14 13:05:12.921287,0.6457078140171761,['AlphaFold'],经典方法,0.3396953487606037
note_0070,2025-10-12 13:05:12.921349,0.7067591704737651,"['深度学习', '蛋白质折叠']",最新论文,0.41152244827003887
note_0071,2025-08-19 13:05:12.921410,0.7408590174598789,['深度学习'],综述文章,0.41732596603235883
note_0072,2025-07-12 13:05:12.921470,0.44243480615405717,['蛋白质结构预测'],最新论文,0.24539746995998835
note_0073,2026-01-09 13:05:12.921527,0.7116549206064197,"['蛋白质-配体相互作用', 'AlphaFold']",技术教程,0.47003196312510814
note_0074,2026-01-22 13:05:12.921598,0.6998575416444124,['蛋白质-配体相互作用'],算法解读,0.48015759670710256
note_0075,2024-07-16 13:05:12.921656,0.9736797926046666,['蛋白质折叠'],技术教程,0.509832683182062
note_0076,2025-02-24 13:05:12.921717,0.6990102188018632,['蛋白质-配体相互作用'],算法解读,0.37490751952022966
note_0077,2026-02-02 13:05:12.921779,0.5144520632827178,['蛋白质结构预测'],算法解读,0.3685822243698556
note_0078,2025-11-06 13:05:12.921840,0.31406868300615215,"['机器学习', '深度学习']",最新论文,0.1870363113224192
note_0079,2025-08-27 13:05:12.921898,0.7853538608734578,['机器学习'],最新论文,0.4441311339999137
note_0080,2025-12-08 13:05:12.921958,0.8117042582572024,['机器学习'],应用案例,0.5029746417815434
note_0081,2024-06-30 13:05:12.922021,0.5759434400242761,"['蛋白质结构预测', 'AlphaFold']",应用案例,0.3012386296517065
note_0082,2026-01-11 13:05:12.922083,0.6761977194641976,['蛋白质-配体相互作用'],技术教程,0.44939042359309
note_0083,2023-12-06 13:05:12.922141,0.3528564546138549,['分子动力学'],技术教程,0.18259290436788908
note_0084,2025-09-02 13:05:12.922211,0.6968761874583728,['蛋白质-配体相互作用'],技术教程,0.39534017961770046
note_0085,2025-12-08 13:05:12.922276,0.16183778387443218,['酶催化'],技术教程,0.10029353375362533
note_0086,2025-01-11 13:05:12.922337,0.5090288928327544,['酶催化'],实验技巧,0.2712246598706855
note_0087,2024-01-25 13:05:12.922399,0.8619704886215123,['分子动力学'],实验技巧,0.44698568517752196
note_0088,2026-02-25 13:05:12.922461,0.6399400799990699,"['深度学习', '机器学习']",经典方法,0.5244941248500016
note_0089,2025-05-23 13:05:12.922518,0.5420881148191551,"['分子动力学', '蛋白质结构预测']",应用案例,0.29606637865965496
note_0090,2025-11-04 13:05:12.922587,0.7741953808136498,"['蛋白质-配体相互作用', '酶催化']",实验技巧,0.4598770197772408
note_0091,2025-12-22 13:05:12.922651,0.407669744165472,['蛋白质折叠'],技术教程,0.2585073375945915
note_0092,2025-12-30 13:05:12.922713,0.30314603630927567,['酶催化'],应用案例,0.19535174762447652
note_0093,2025-05-03 13:05:12.922773,0.8693725203878513,['酶催化'],最新论文,0.4725241187220148
note_0094,2025-08-06 13:05:12.922831,0.9044225590063495,['蛋白质折叠'],最新论文,0.5066715032233401
note_0095,2024-05-07 13:05:12.922890,0.9599972492659485,['蛋白质-配体相互作用'],技术教程,0.5003976484755257
note_0096,2025-07-16 13:05:12.922953,0.8427426817329391,"['AlphaFold', '机器学习']",最新论文,0.46816881126470056
note_0097,2024-08-19 13:05:12.923016,0.1271324259988337,['分子动力学'],实验技巧,0.06673628364822437
note_0098,2025-04-25 13:05:12.923077,0.45688526947188196,['深度学习'],应用案例,0.24789670425404095
note_0099,2025-09-07 13:05:12.923134,0.6694968791911292,['AlphaFold'],经典方法,0.38083371565482965
note_0100,2025-07-10 13:05:12.923193,0.6345013284668719,['蛋白质-配体相互作用'],最新论文,0.35171095492587034
note_0101,2023-12-04 13:05:12.923275,0.6752314627148689,['机器学习'],算法解读,0.34938650688739376
note_0102,2023-03-20 13:05:12.923337,0.6634961940762749,['分子动力学'],综述文章,0.34064168444067866
note_0103,2025-12-08 13:05:12.923396,0.8906263448004218,"['蛋白质结构预测', '酶催化']",技术教程,0.5514181400830218
note_0104,2025-12-08 13:05:12.923454,0.799657911407322,['蛋白质折叠'],经典方法,0.49521122038856824
note_0105,2025-02-20 13:05:12.923513,0.3753326198216308,['蛋白质折叠'],最新论文,0.20117830250725147
note_0106,2025-09-13 13:05:12.923584,0.5538587738826503,"['机器学习', '蛋白质-配体相互作用']",最新论文,0.3162338255974072
note_0107,2025-03-31 13:05:12.923648,0.43814907831152655,['酶催化'],技术教程,0.2365031971849282
note_0108,2025-10-13 13:05:12.923706,0.6476734257828167,"['蛋白质-配体相互作用', '深度学习']",最新论文,0.3775028685502654
note_0109,2025-08-28 13:05:12.923763,0.7548131939758199,['分子动力学'],最新论文,0.42716564591928824
note_0110,2025-10-13 13:05:12.923821,0.8248400819921302,['蛋白质折叠'],最新论文,0.4805086411241177
note_0111,2023-12-09 13:05:12.923881,0.7416576742119565,"['蛋白质折叠', '蛋白质结构预测']",算法解读,0.3838303661052956
note_0112,2025-07-19 13:05:12.923942,0.3700478545071602,"['机器学习', '蛋白质-配体相互作用']",算法解读,0.2057393093912223
note_0113,2025-12-29 13:05:12.924003,0.7781942605334302,['深度学习'],技术教程,0.5010823004267803
note_0114,2026-01-06 13:05:12.924060,0.49648048196946265,['AlphaFold'],实验技巧,0.3251968309762733
note_0115,2024-12-31 13:05:12.924117,0.8435635376866998,['AlphaFold'],经典方法,0.4488220348068659
note_0116,2025-06-17 13:05:12.924176,0.5856361864106224,"['蛋白质结构预测', 'AlphaFold']",最新论文,0.3221777902218791
note_0117,2024-08-12 13:05:12.924257,0.32669002126092894,['酶催化'],经典方法,0.17140430781209876
note_0118,2024-08-05 13:05:12.924320,0.6350283233532339,['蛋白质结构预测'],综述文章,0.33298883265412144
note_0119,2025-11-10 13:05:12.924378,0.37222655644769287,"['蛋白质折叠', '蛋白质-配体相互作用']",经典方法,0.22253572685870865
note_0120,2025-07-28 13:05:12.924436,0.550783023285266,['深度学习'],综述文章,0.30732011741419485
note_0121,2023-12-07 13:05:12.924499,0.7213760594786375,['酶催化'],最新论文,0.3733066415975855
note_0122,2025-11-16 13:05:12.924572,0.5538572249863108,['蛋白质结构预测'],实验技巧,0.33341272286805096
note_0123,2026-01-19 13:05:12.924637,0.8206247582631704,"['酶催化', '分子动力学']",综述文章,0.558336453808446
note_0124,2025-05-29 13:05:12.924694,0.46770081352240694,['蛋白质折叠'],最新论文,0.2558715698804684
note_0125,2025-04-26 13:05:12.924753,0.5463769896585831,['酶催化'],应用案例,0.2964883058836398
note_0126,2025-09-22 13:05:12.924816,0.7752328739049342,['深度学习'],技术教程,0.4449086734734465
note_0127,2025-10-17 13:05:12.924877,0.39443416334985,['深度学习'],经典方法,0.23053441676959202
note_0128,2024-07-24 13:05:12.924936,0.04456277755880885,['蛋白质结构预测'],综述文章,0.023347375439327085
note_0129,2025-01-25 13:05:12.924994,0.3593630576317203,"['蛋白质折叠', '酶催化']",最新论文,0.19187262840092947
note_0130,2025-08-30 13:05:12.925053,0.6272219275758868,['蛋白质结构预测'],实验技巧,0.3552947613966212
note_0131,2025-10-11 13:05:12.925113,0.42337658226341807,['AlphaFold'],算法解读,0.24635334862555533
note_0132,2025-10-24 13:05:12.925175,0.43318507834133896,['蛋白质-配体相互作用'],综述文章,0.2547504249168931
note_0133,2024-09-10 13:05:12.925256,0.4414059671555795,['深度学习'],技术教程,0.23212821895749286
note_0134,2025-09-14 13:05:12.925316,0.35577829190811516,['深度学习'],技术教程,0.20326359691756954
note_0135,2025-12-14 13:05:12.925376,0.4976622203499874,['酶催化'],最新论文,0.31152430267533776
note_0136,2025-11-08 13:05:12.925438,0.47194445206592767,"['机器学习', '蛋白质折叠']",经典方法,0.28159996423091577
note_0137,2025-11-07 13:05:12.925499,0.179193691279796,['蛋白质结构预测'],经典方法,0.1067964225718584
note_0138,2025-11-12 13:05:12.925560,0.412512927255131,['机器学习'],实验技巧,0.2471019077512002
note_0139,2026-01-16 13:05:12.925635,0.7739029476475358,['蛋白质结构预测'],最新论文,0.5218221455742063
note_0140,2025-02-06 13:05:12.925694,0.35724853423868913,['酶催化'],实验技巧,0.19106079954445276
note_0141,2026-03-02 13:05:12.925752,0.6255798289088891,"['蛋白质-配体相互作用', '机器学习']",应用案例,0.5413867668261314
note_0142,2024-07-02 13:05:12.925815,0.7640521977093947,['AlphaFold'],经典方法,0.3996616871944224
note_0143,2024-06-20 13:05:12.925876,0.5962967053005264,['蛋白质结构预测'],应用案例,0.31167887848107656
note_0144,2025-07-01 13:05:12.925934,0.5099761923901103,['蛋白质折叠'],经典方法,0.28179879926226375
note_0145,2026-01-25 13:05:12.925992,0.5547422966593034,"['蛋白质结构预测', '酶催化']",综述文章,0.3847702349424928
note_0146,2026-02-08 13:05:12.926051,0.3072892558681858,['酶催化'],综述文章,0.22622995469747165
note_0147,2025-01-16 13:05:12.926114,0.2246822042896285,['深度学习'],技术教程,0.1198132982818801
note_0148,2025-12-26 13:05:12.926177,0.6418940204266298,"['蛋白质结构预测', '酶催化']",最新论文,0.41011624258631185
note_0149,2025-10-27 13:05:12.926253,0.8001146779966604,['机器学习'],技术教程,0.4716899177849412
note_0150,2025-04-05 13:05:12.926313,0.8633239491681384,['机器学习'],经典方法,0.4664037929186517
note_0151,2025-05-06 13:05:12.926375,0.3004475818080782,"['蛋白质-配体相互作用', '酶催化']",算法解读,0.1634162101504612
note_0152,2025-10-15 13:05:12.926436,0.7808422085474026,['AlphaFold'],技术教程,0.4556840123973434
note_0153,2025-04-24 13:05:12.926498,0.517929273168997,['酶催化'],最新论文,0.2809683891807505
note_0154,2026-02-15 13:05:12.926555,0.5244214122925065,"['机器学习', '蛋白质结构预测']",技术教程,0.40123787257687843
note_0155,2026-01-11 13:05:12.926624,0.6478077539507785,['蛋白质-配体相互作用'],最新论文,0.4301690585976835
note_0156,2025-12-15 13:05:12.926681,0.6058875051173989,"['蛋白质结构预测', '机器学习']",综述文章,0.37965270003444795
note_0157,2024-02-14 13:05:12.926743,0.7927071833610871,['蛋白质-配体相互作用'],综述文章,0.41142722086064804
note_0158,2025-06-02 13:05:12.926805,0.6350228354224049,['蛋白质-配体相互作用'],技术教程,0.34777439337413324
note_0159,2025-12-29 13:05:12.926867,0.34845142494635034,"['机器学习', 'AlphaFold']",最新论文,0.2240293058527781
note_0160,2025-02-18 13:05:12.926925,0.42666500467087276,"['蛋白质折叠', '酶催化']",最新论文,0.2286300472609548
note_0161,2026-01-23 13:05:12.926993,0.7887834597469874,['酶催化'],最新论文,0.5435751741643725
note_0162,2025-10-11 13:05:12.927056,0.417558373769698,['分子动力学'],实验技巧,0.24282005297486975
note_0163,2026-03-03 13:05:12.927117,0.3732896282036057,['分子动力学'],经典方法,0.32393424590766745
note_0164,2025-05-08 13:05:12.927177,0.38785611474981496,['酶催化'],最新论文,0.21107400750683955
